timestamp,riskyForStable,deltaOut,tau,totalUnderlying,totalQuote,totalLiquidity,pool.id,pool.liquidity,pool.strike,pool.invariant,pool.sigma,pool.maturity,pool.initialQuote,pool.initialUnderlying,pool.initialLiquidity,pool.initialTau,pool.feesCollectedQuote,pool.feesCollectedUnderlying,pool.maturity_utc,pool.createdAtTimestamp_utc,pool.initialTau_utc,tau_yrs,pool.initialTau_years,swap_vol_cum,swap_count_cum,pool_name,spot_price,tvl,initial_tvl,total_fees_usdc,pool.duration_utc
2022-04-24 23:50:00,True,2398.967414,346227,7.006748176999754,3912.676402,8.257564113736862,0xfcc619e8a32ec1d1308c30c86f9e92ef798328c091385929e80d400bb92218fe,2.6461258436595485,3200.0,29,0.65,1651190400,384.055672,0.11315748961314497,0.25,1919253,0.0,0.036174015915536366,2022-04-29 00:00:00,2022-04-07 00:00:00,2022-04-06 18:52:00,0.010978786149162862,0.06085911339421613,5934.743609000001,6,2022-04-07_2022-04-29_3200_0.65,2976.276055591714,24766.693228765263,720.8435988464714,107.66385740400446,22
2022-04-25 00:34:00,True,15365.743914,343540,37.927158685264004,23473.649631,46.65938602649056,0xf342f0f16d0ddfc60d3be3824613f8df3eccd612b5b49b0e81f7c2cce5f3a8b9,1.609343324932688,3100.0,-38,0.6,1651190400,265.261117,0.0999999999904996,0.19311591218716798,712870,0.0,0.23311357479761724,2022-04-29 00:00:00,2022-04-21 00:00:00,2022-04-20 17:59:00,0.010893581938102486,0.02260495941146626,48116.254486000005,8,2022-04-21_2022-04-29_3100_0.6,2926.488604280385,134467.04731615895,557.9099774002357,682.20422014829,8
2022-04-25 06:16:00,True,7797.012539,323030,40.84821314368306,15798.752642,46.90211933274379,0xf342f0f16d0ddfc60d3be3824613f8df3eccd612b5b49b0e81f7c2cce5f3a8b9,1.609343324932688,3100.0,-38,0.6,1651190400,265.261117,0.0999999999904996,0.19311591218716798,712870,0.0,0.23311357479761724,2022-04-29 00:00:00,2022-04-21 00:00:00,2022-04-20 17:59:00,0.010243214104515475,0.02260495941146626,32750.510572,8,2022-04-21_2022-04-29_3100_0.6,2888.9463459756557,133807.04874307793,554.1557515701195,673.4526101088991,8
2022-04-25 07:39:00,True,3107.170366,5156443,12.196658270661866,19425.1541,19.883738303620632,0x7825a58f2a7a6c7472ba964a31f1a9678935c243cfed43747001e11132547c09,11.130536484814723,3200.0,21,0.65,1656028800,288.060629,0.08544866780533937,0.2,6748551,0.0,0.10734524193431404,2022-06-24 00:00:00,2022-04-07 00:00:00,2022-04-06 21:24:00,0.16350973490613901,0.21399514840182648,23716.327068,13,2022-04-07_2022-06-24_3200_0.65,2865.844568261299,54378.880955915556,532.9432294950959,307.6347785261489,78
2022-04-25 08:25:00,True,2574.335116,315280,7.900441877775843,1338.341286,8.257564113736862,0xfcc619e8a32ec1d1308c30c86f9e92ef798328c091385929e80d400bb92218fe,2.6461258436595485,3200.0,29,0.65,1651190400,384.055672,0.11315748961314497,0.25,1919253,0.0,0.036174015915536366,2022-04-29 00:00:00,2022-04-07 00:00:00,2022-04-06 18:52:00,0.009997463216641298,0.06085911339421613,3535.7761950000004,6,2022-04-07_2022-04-29_3200_0.65,2856.597748163378,23906.725763550123,707.3011020167307,103.33461240634739,22
2022-04-27 04:58:00,True,15965.12716,154909,72.19583024853922,9811.237175,76.52288400985111,0xf342f0f16d0ddfc60d3be3824613f8df3eccd612b5b49b0e81f7c2cce5f3a8b9,1.609343324932688,3100.0,-38,0.6,1651190400,265.261117,0.0999999999904996,0.19311591218716798,712870,0.0,0.23311357479761724,2022-04-29 00:00:00,2022-04-21 00:00:00,2022-04-20 17:59:00,0.004912132166412988,0.02260495941146626,24953.498033,8,2022-04-21_2022-04-29_3100_0.6,2897.6172764517387,219007.12219094427,555.0228446176454,675.4739217090004,8
2022-04-28 05:29:00,True,6402.968927,66635,74.49975565892574,3421.858004,76.6288775052233,0xf342f0f16d0ddfc60d3be3824613f8df3eccd612b5b49b0e81f7c2cce5f3a8b9,1.609343324932688,3100.0,-38,0.6,1651190400,265.261117,0.0999999999904996,0.19311591218716798,712870,0.0,0.23311357479761724,2022-04-29 00:00:00,2022-04-21 00:00:00,2022-04-20 17:59:00,0.002112981988838153,0.02260495941146626,8988.370873,8,2022-04-21_2022-04-29_3100_0.6,2939.4490494233723,222410.09395790278,559.2060219144114,685.2254758465402,8
2022-04-28 20:28:00,True,961.441079,12732,7.831872237532435,312.111246,7.857816300009731,0xfcc619e8a32ec1d1308c30c86f9e92ef798328c091385929e80d400bb92218fe,2.6461258436595485,3200.0,29,0.65,1651190400,384.055672,0.11315748961314497,0.25,1919253,0.0,0.036174015915536366,2022-04-29 00:00:00,2022-04-07 00:00:00,2022-04-06 18:52:00,0.0004037290715372907,0.06085911339421613,961.441079,6,2022-04-07_2022-04-29_3200_0.65,3088.206687716549,24498.55146728924,733.5093881885302,111.71283787192428,22
2022-04-28 21:53:00,True,2585.401946,7614,75.21190834474585,829.435573,76.47166119507061,0xf342f0f16d0ddfc60d3be3824613f8df3eccd612b5b49b0e81f7c2cce5f3a8b9,1.609343324932688,3100.0,-38,0.6,1651190400,265.261117,0.0999999999904996,0.19311591218716798,712870,0.0,0.23311357479761724,2022-04-29 00:00:00,2022-04-21 00:00:00,2022-04-20 17:59:00,0.00024143835616438356,0.02260495941146626,2585.401946,8,2022-04-21_2022-04-29_3100_0.6,3038.83821039195,229386.25652751082,569.1449380103248,708.3944384560612,8
2022-04-28 23:47:00,True,231.927397,804,0.7206550085262259,150.822672,0.7209576972601094,0x1398e410510ea0f2de90aaa0c1cf570d2121cfceba2e4b0b6a0c752409d9c516,0.09198184103337857,3500.0,207,1.0,1651190400,201.495348,0.19130159845742586,0.26738685935224343,1435816,0.0,0.002048467139819017,2022-04-29 00:00:00,2022-04-12 00:00:00,2022-04-12 09:10:00,2.549467275494673e-05,0.04552942668696093,231.927397,2,2022-04-12_2022-04-29_3500_1.0,3441.4365592678096,2630.911164961609,859.8476627777558,7.049669705431929,17
2022-04-29 20:52:00,True,2755.585184,529658,17.35091992980223,2856.701693,18.465527724215004,0xe8668c29e960eadcab79c4edbb43eed0310c86f386a4c14158c44bb98340778c,1.5878824575699502,3300.0,-18,0.7,1651795200,147.291174,0.42999999899442687,0.4846169338525094,800285,0.0,0.021958506268530777,2022-05-06 00:00:00,2022-04-27 00:00:00,2022-04-26 17:42:00,0.016795345002536783,0.025376870877727043,6291.557876,3,2022-04-27_2022-05-06_3300_0.7,2854.8995469929073,52391.8351405026,1374.89797633614,62.68932959866943,9
2022-05-01 09:38:00,True,2119.827788,397321,19.662343750715756,993.699551,20.125631433521164,0xe8668c29e960eadcab79c4edbb43eed0310c86f386a4c14158c44bb98340778c,1.5878824575699502,3300.0,-18,0.7,1651795200,147.291174,0.42999999899442687,0.4846169338525094,800285,0.0,0.021958506268530777,2022-05-06 00:00:00,2022-04-27 00:00:00,2022-04-26 17:42:00,0.012598966260781328,0.025376870877727043,3535.9726920000003,3,2022-04-27_2022-05-06_3300_0.7,2812.526049888143,56294.5535517434,1356.6773726237009,61.75887089687489,9
2022-05-04 17:42:00,True,1416.144904,109095,30.286224401476808,90.317134,30.510731027875053,0xe8668c29e960eadcab79c4edbb43eed0310c86f386a4c14158c44bb98340778c,1.5878824575699502,3300.0,-18,0.7,1651795200,147.291174,0.42999999899442687,0.4846169338525094,800285,0.0,0.021958506268530777,2022-05-06 00:00:00,2022-04-27 00:00:00,2022-04-26 17:42:00,0.0034593797564687976,0.025376870877727043,1416.144904,3,2022-04-27_2022-05-06_3300_0.7,2982.154431860436,90408.51545718375,1429.617576701213,65.48365678573423,9
2022-05-08 09:52:00,True,2240.0,4025282,14.052176359018198,18866.237646,21.604508450481212,0x7825a58f2a7a6c7472ba964a31f1a9678935c243cfed43747001e11132547c09,11.130536484814723,3200.0,21,0.65,1656028800,288.060629,0.08544866780533937,0.2,6748551,0.0,0.10734524193431404,2022-06-24 00:00:00,2022-04-07 00:00:00,2022-04-06 21:24:00,0.1276408548959919,0.21399514840182648,20609.156702,13,2022-04-07_2022-06-24_3200_0.65,2847.4886156463654,58879.64985335931,531.3747377978519,305.664354351764,78
2022-05-08 10:10:00,True,2200.0,4024222,14.852176359018197,16666.237646,21.604508450481212,0x7825a58f2a7a6c7472ba964a31f1a9678935c243cfed43747001e11132547c09,11.130536484814723,3200.0,21,0.65,1656028800,288.060629,0.08544866780533937,0.2,6748551,0.0,0.10734524193431404,2022-06-24 00:00:00,2022-04-07 00:00:00,2022-04-06 21:24:00,0.12760724251648908,0.21399514840182648,18369.156702,13,2022-04-07_2022-06-24_3200_0.65,2780.7782898198616,57966.8472217336,525.6744293271171,298.50331828640105,78
2022-05-08 10:29:00,True,5600.0,394286,24.237939936296346,51263.497426,43.67182524218704,0x9c1a0c93c3e61a964268d41d5e7935b66f08d4838f2879da4cc62bea76bbac15,2.139581282728754,2900.0,-8,0.65,1652400000,511.409757,0.19999999978825134,0.3927686226426887,700031,0.0,0.2206973458516672,2022-05-13 00:00:00,2022-05-05 00:00:00,2022-05-04 21:33:00,0.012502727042110603,0.022197837392186708,58855.45525,13,2022-05-05_2022-05-13_2900_0.65,2863.4215137134506,120666.93608768538,1084.0940591363644,631.9495281311218,8
2022-05-08 10:37:00,True,8250.0,393771,27.237939936296346,43013.497426,43.67182524218704,0x9c1a0c93c3e61a964268d41d5e7935b66f08d4838f2879da4cc62bea76bbac15,2.139581282728754,2900.0,-8,0.65,1652400000,511.409757,0.19999999978825134,0.3927686226426887,700031,0.0,0.2206973458516672,2022-05-13 00:00:00,2022-05-05 00:00:00,2022-05-04 21:33:00,0.012486396499238965,0.022197837392186708,53255.45525,13,2022-05-05_2022-05-13_2900_0.65,2826.89521557232,120012.29951396237,1076.7887995158726,623.8882710775877,8
2022-05-08 10:45:00,True,8100.0,393316,30.620290110482948,35517.295594,44.284864628699005,0x9c1a0c93c3e61a964268d41d5e7935b66f08d4838f2879da4cc62bea76bbac15,2.139581282728754,2900.0,-8,0.65,1652400000,511.409757,0.19999999978825134,0.3927686226426887,700031,0.0,0.2206973458516672,2022-05-13 00:00:00,2022-05-05 00:00:00,2022-05-04 21:33:00,0.012471968543886353,0.022197837392186708,45005.45525,13,2022-05-05_2022-05-13_2900_0.65,2789.2855728062427,120926.02903431177,1069.266870970621,615.587922740685,8
2022-05-08 10:52:00,True,8100.0,392905,33.62029011048295,27417.295594,44.284864628699005,0x9c1a0c93c3e61a964268d41d5e7935b66f08d4838f2879da4cc62bea76bbac15,2.139581282728754,2900.0,-8,0.65,1652400000,511.409757,0.19999999978825134,0.3927686226426887,700031,0.0,0.2206973458516672,2022-05-13 00:00:00,2022-05-05 00:00:00,2022-05-04 21:33:00,0.012458935819381026,0.022197837392186708,36905.45525,13,2022-05-05_2022-05-13_2900_0.65,2748.4173455497184,119819.88409606498,1061.09322552797,606.5684134555073,8
2022-05-08 10:55:00,True,8000.0,392726,36.620290110482955,19417.295594,44.284864628699005,0x9c1a0c93c3e61a964268d41d5e7935b66f08d4838f2879da4cc62bea76bbac15,2.139581282728754,2900.0,-8,0.65,1652400000,511.409757,0.19999999978825134,0.3927686226426887,700031,0.0,0.2206973458516672,2022-05-13 00:00:00,2022-05-05 00:00:00,2022-05-04 21:33:00,0.012453259766615932,0.022197837392186708,28805.45525,13,2022-05-05_2022-05-13_2900_0.65,2701.331094710382,118340.82396676269,1051.675975370073,596.1766028691599,8
2022-05-08 11:01:00,True,7850.0,392369,39.62029011048295,11567.295594,44.284864628699005,0x9c1a0c93c3e61a964268d41d5e7935b66f08d4838f2879da4cc62bea76bbac15,2.139581282728754,2900.0,-8,0.65,1652400000,511.409757,0.19999999978825134,0.3927686226426887,700031,0.0,0.2206973458516672,2022-05-13 00:00:00,2022-05-05 00:00:00,2022-05-04 21:33:00,0.012441939370877727,0.022197837392186708,20805.45525,13,2022-05-05_2022-05-13_2900_0.65,2641.446551235513,116222.17426528569,1039.69906668778,582.9602430667176,8
2022-05-08 11:48:00,True,5250.0,4018302,16.952176358205172,11528.451756,21.749972036103888,0x7825a58f2a7a6c7472ba964a31f1a9678935c243cfed43747001e11132547c09,11.130536484814723,3200.0,21,0.65,1656028800,288.060629,0.08544866780533937,0.2,6748551,0.0,0.10734524193431404,2022-06-24 00:00:00,2022-04-07 00:00:00,2022-04-06 21:24:00,0.1274195205479452,0.21399514840182648,16169.156702,13,2022-04-07_2022-06-24_3200_0.65,2605.2472908689674,55693.06328754698,510.67553930822277,279.6609007370455,78
2022-05-08 11:52:00,True,2580.0,389284,41.107738290703004,9129.60796,44.829701039900336,0x9c1a0c93c3e61a964268d41d5e7935b66f08d4838f2879da4cc62bea76bbac15,2.139581282728754,2900.0,-8,0.65,1652400000,511.409757,0.19999999978825134,0.3927686226426887,700031,0.0,0.2206973458516672,2022-05-13 00:00:00,2022-05-05 00:00:00,2022-05-04 21:33:00,0.012344114662607814,0.022197837392186708,12955.455249999999,13,2022-05-05_2022-05-13_2900_0.65,2617.136485444946,116714.1696747211,1034.837053534814,577.59507606926,8
2022-05-08 12:40:00,True,250.0,386424,41.03492422999654,8841.227728,44.64124010774748,0x9c1a0c93c3e61a964268d41d5e7935b66f08d4838f2879da4cc62bea76bbac15,2.139581282728754,2900.0,-8,0.65,1652400000,511.409757,0.19999999978825134,0.3927686226426887,700031,0.0,0.2206973458516672,2022-05-13 00:00:00,2022-05-05 00:00:00,2022-05-04 21:33:00,0.012253424657534246,0.022197837392186708,10375.455249999999,13,2022-05-05_2022-05-13_2900_0.65,2615.363019661134,116162.45107372958,1034.482360378427,577.2036768778139,8
2022-05-08 17:40:00,True,2380.0,454805,10.899999998531051,3950.529541,12.506626088233858,0xe4e450c5ae4cf71232aa81d5981de07b5ba6ad0614591d574d45a572bcfd3e63,0.0,2950.0,-8,0.74,1652486400,6330.529541,9.999999998531054,12.506626088233858,610471,0.0,0.024,2022-05-14 00:00:00,2022-05-07 00:00:00,2022-05-06 22:25:00,0.014421771943176053,0.01935790842212075,6190.0,3,2022-05-07_2022-05-14_2950_0.74,2656.763384295198,32909.250425915016,32898.163380049344,63.76232122308476,7
2022-05-09 08:34:00,True,3850.0,314758,48.62603306395844,6303.594726,51.267660335923374,0x9c1a0c93c3e61a964268d41d5e7935b66f08d4838f2879da4cc62bea76bbac15,2.139581282728754,2900.0,-8,0.65,1652400000,511.409757,0.19999999978825134,0.3927686226426887,700031,0.0,0.2206973458516672,2022-05-13 00:00:00,2022-05-05 00:00:00,2022-05-04 21:33:00,0.009980910705225774,0.022197837392186708,10125.455249999999,13,2022-05-05_2022-05-13_2900_0.65,2603.1919106182645,132886.49064355288,1032.0481385724306,574.5175454159814,8
2022-05-09 08:40:00,True,2530.0,314407,49.62603306395844,3773.594726,51.267660335923374,0x9c1a0c93c3e61a964268d41d5e7935b66f08d4838f2879da4cc62bea76bbac15,2.139581282728754,2900.0,-8,0.65,1652400000,511.409757,0.19999999978825134,0.3927686226426887,700031,0.0,0.2206973458516672,2022-05-13 00:00:00,2022-05-05 00:00:00,2022-05-04 21:33:00,0.009969780568239472,0.022197837392186708,6275.45525,13,2022-05-05_2022-05-13_2900_0.65,2566.1679209324607,131122.32881786377,1024.6433406431095,566.346449159485,8
2022-05-09 09:12:00,True,1250.0,312486,50.12603306395844,2523.594726,51.267660335923374,0x9c1a0c93c3e61a964268d41d5e7935b66f08d4838f2879da4cc62bea76bbac15,2.139581282728754,2900.0,-8,0.65,1652400000,511.409757,0.19999999978825134,0.3927686226426887,700031,0.0,0.2206973458516672,2022-05-13 00:00:00,2022-05-05 00:00:00,2022-05-04 21:33:00,0.00990886605783866,0.022197837392186708,3745.45525,13,2022-05-05_2022-05-13_2900_0.65,2541.179064650381,129902.82054210397,1019.645569391985,560.8314749021613,8
2022-05-09 11:02:00,True,2580.0,392250,11.899999998531051,1370.529541,12.506626088233858,0xe4e450c5ae4cf71232aa81d5981de07b5ba6ad0614591d574d45a572bcfd3e63,0.0,2950.0,-8,0.74,1652486400,6330.529541,9.999999998531054,12.506626088233858,610471,0.0,0.024,2022-05-14 00:00:00,2022-05-07 00:00:00,2022-05-06 22:25:00,0.01243816590563166,0.01935790842212075,3810.0,3,2022-05-07_2022-05-14_2950_0.74,2563.6681059814346,31878.179998413172,31967.210597048455,61.52803454355443,7
2022-05-09 11:29:00,True,1230.0,390638,12.399999998531051,140.529541,12.506626088233858,0xe4e450c5ae4cf71232aa81d5981de07b5ba6ad0614591d574d45a572bcfd3e63,0.0,2950.0,-8,0.74,1652486400,6330.529541,9.999999998531054,12.506626088233858,610471,0.0,0.024,2022-05-14 00:00:00,2022-05-07 00:00:00,2022-05-06 22:25:00,0.01238704972095383,0.01935790842212075,1230.0,3,2022-05-07_2022-05-14_2950_0.74,2415.5708115047964,30093.607600111125,30486.23765249962,57.973699476115115,7
2022-05-09 22:29:00,True,133.704625,264640,0.5053128940212813,1132.720119,0.513383088223925,0xb33b90127a881f1a56869bfa81d5413aa1a93a5f26236ad6e123b9ea6d84ac0b,0.03959042282176188,4100.0,2149,0.53,1652400000,10.179353,0.03591676842440017,0.039291862873037965,2817776,0.0,0.000360284125925584,2022-05-13 00:00:00,2022-04-10 00:00:00,2022-04-10 09:17:00,0.00839167935058346,0.08935109081684424,133.704625,1,2022-04-10_2022-05-13_4100_0.53,3688.9870942503703,2996.8128636028123,142.67584818479142,1.3290834908027545,33
2022-05-10 04:17:00,True,1000.0,243797,51.31134776055128,1563.131388,52.07086068234535,0x9c1a0c93c3e61a964268d41d5e7935b66f08d4838f2879da4cc62bea76bbac15,2.139581282728754,2900.0,-8,0.65,1652400000,511.409757,0.19999999978825134,0.3927686226426887,700031,0.0,0.2206973458516672,2022-05-13 00:00:00,2022-05-05 00:00:00,2022-05-04 21:33:00,0.007730752156265855,0.022197837392186708,2495.45525,13,2022-05-05_2022-05-13_2900_0.65,2555.946399233114,132712.18593637916,1022.5990363054045,564.090586449874,8
2022-05-10 08:16:00,True,2520.0,3858240,17.817071616689407,8916.572787,21.57663002456384,0x7825a58f2a7a6c7472ba964a31f1a9678935c243cfed43747001e11132547c09,11.130536484814723,3200.0,21,0.65,1656028800,288.060629,0.08544866780533937,0.2,6748551,0.0,0.10734524193431404,2022-06-24 00:00:00,2022-04-07 00:00:00,2022-04-06 21:24:00,0.12234398782343987,0.21399514840182648,10919.156702,13,2022-04-07_2022-06-24_3200_0.65,2519.7323302273144,53810.82416954774,503.3683998439675,270.4812765979639,78
2022-05-10 13:02:00,False,4760.0,557909,47.999999998302755,29715.271755,61.65943530874373,0x7552c11e93e7866d30adb8177b3eeb919701423915e4130f9e3acd93b49ab7d2,0.0,2700.0,99999999566,1.1,1652745600,24955.271755,49.999999998302755,61.65943530874373,594408,47.6,0.0,2022-05-17 00:00:00,2022-05-10 00:00:00,2022-05-10 02:53:00,0.01769117833587012,0.01884855403348554,4760.0,1,2022-05-10_2022-05-17_2700_1.1,2387.685462403058,144324.1739462943,144339.5448711004,47.6,7
2022-05-11 17:01:00,True,22281.900799,457127,59.53559982902851,6859.239133,62.92025492673706,0x1c12949d3c2f65d377cb0d1c5266717765a8f1b39cc6633f09905e103c07aa38,0.0,2750.0,-5,1.0,1652745600,29141.139932,49.9999999992245,62.92025492673706,557424,0.0,0.11714006032822272,2022-05-17 00:00:00,2022-05-11 00:00:00,2022-05-10 13:10:00,0.014495402080162353,0.017675799086757992,27012.404437999998,2,2022-05-11_2022-05-17_2750_1.0,2249.2969903219187,140772.48464544397,141605.9894463516,263.48278514239934,6
2022-05-11 19:12:00,True,1031.845283,1658901,0.7248886213225855,322.558566,0.9885288027951327,0x042dcbb643b7cdc554723dc06a0f202ab04ee17d591a50846a3dc17f11a55b83,0.12679562292132487,3500.0,-352,1.5,1653955200,173.725317,0.049997445807348134,0.12679562292132487,4032019,0.0,0.004747161884316103,2022-05-31 00:00:00,2022-04-14 00:00:00,2022-04-14 08:00:00,0.05260340563165906,0.1278544837645865,1390.554275,3,2022-04-14_2022-05-31_3500_1.5,2662.6250519992986,2252.665169042749,306.8497687426225,12.639912159076252,47
2022-05-11 20:12:00,True,6445.583292,3728888,20.36133096959744,2353.586463,21.29253412057274,0x7825a58f2a7a6c7472ba964a31f1a9678935c243cfed43747001e11132547c09,11.130536484814723,3200.0,21,0.65,1656028800,288.060629,0.08544866780533937,0.2,6748551,0.0,0.10734524193431404,2022-06-24 00:00:00,2022-04-07 00:00:00,2022-04-06 21:24:00,0.11824226281075596,0.21399514840182648,8399.156702,13,2022-04-07_2022-06-24_3200_0.65,2130.189980997609,45727.089694212795,470.0825250485269,228.66575887624015,78
2022-05-11 22:38:00,True,4730.503639,436932,61.71400603204677,2128.735494,62.92025492673706,0x1c12949d3c2f65d377cb0d1c5266717765a8f1b39cc6633f09905e103c07aa38,0.0,2750.0,-5,1.0,1652745600,29141.139932,49.9999999992245,62.92025492673706,557424,0.0,0.11714006032822272,2022-05-17 00:00:00,2022-05-11 00:00:00,2022-05-10 13:10:00,0.013855022831050228,0.017675799086757992,4730.503639,2,2022-05-11_2022-05-17_2750_1.0,2140.1597673933893,134206.56828845944,136149.12830000976,250.69844426449671,6
2022-05-11 23:08:00,True,1495.45525,89547,52.45210840235152,85.071681,52.65033909284644,0x9c1a0c93c3e61a964268d41d5e7935b66f08d4838f2879da4cc62bea76bbac15,2.139581282728754,2900.0,-8,0.65,1652400000,511.409757,0.19999999978825134,0.3927686226426887,700031,0.0,0.2206973458516672,2022-05-13 00:00:00,2022-05-05 00:00:00,2022-05-04 21:33:00,0.0028395167427701672,0.022197837392186708,1495.45525,13,2022-05-05_2022-05-13_2900_0.65,2642.0270082074144,138664.95871743577,1039.8151580820372,583.0883483797973,8
